step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
2948,4.3966,,3.97e-08,17.24,16.52
2949,4.4058,,3.81e-08,17.5,16.52
2950,3.7095,,3.67e-08,17.46,16.52
2951,4.6405,,3.52e-08,17.36,16.52
2952,4.1279,,3.38e-08,17.53,16.52
2953,4.1411,,3.24e-08,17.35,16.52
2954,4.2631,,3.10e-08,19.43,16.52
2955,3.8923,,2.97e-08,20.66,16.52
2956,4.4147,,2.84e-08,18.71,16.52
2957,3.1923,,2.71e-08,18.41,16.52
2958,4.4425,,2.59e-08,17.96,16.52
2959,3.761,,2.47e-08,17.81,16.52
2960,4.0399,,2.35e-08,17.88,16.52
2961,4.3472,,2.23e-08,17.92,16.52
2962,3.5249,,2.12e-08,18.09,16.52
2963,4.2053,,2.01e-08,17.98,16.52
2964,3.7517,,1.90e-08,17.94,16.52
2965,4.1205,,1.80e-08,18.16,16.52
2966,4.0058,,1.70e-08,18.18,16.52
2967,4.1473,,1.60e-08,18.29,16.52
2968,3.5501,,1.50e-08,18.3,16.52
2969,4.2113,,1.41e-08,18.46,16.52
2970,4.1547,,1.32e-08,18.54,16.52
2971,3.9054,,1.23e-08,18.48,16.52
2972,3.9587,,1.15e-08,18.63,16.52
2973,4.1118,,1.07e-08,18.8,16.52
2974,3.2985,,9.92e-09,18.58,16.52
2975,3.3723,,9.17e-09,18.75,16.52
2976,4.5204,,8.45e-09,18.88,16.52
2977,4.2997,,7.76e-09,18.91,16.52
2978,4.6153,,7.10e-09,18.9,16.52
2979,3.6992,,6.47e-09,19.32,16.52
2980,3.8963,,5.87e-09,19.39,16.52
2981,3.5352,,5.30e-09,19.06,16.52
2982,3.848,,4.75e-09,19.24,16.52
2983,4.2037,,4.24e-09,19.36,16.52
2984,4.106,,3.76e-09,19.36,16.52
2985,3.2541,,3.30e-09,19.65,16.52
2986,4.0508,,2.88e-09,19.46,16.52
2987,4.294,,2.48e-09,19.78,16.52
2988,4.391,,2.11e-09,19.79,16.52
2989,4.0395,,1.77e-09,19.84,16.52
2990,4.4467,,1.47e-09,19.92,16.52
2991,3.4539,,1.19e-09,20.01,16.52
2992,3.8381,,9.39e-10,20.27,16.52
2993,3.7825,,7.19e-10,20.1,16.52
2994,2.4781,,5.28e-10,20.31,16.52
2995,4.6407,,3.67e-10,20.29,16.52
2996,3.9047,,2.35e-10,20.3,16.52
2997,3.782,,1.32e-10,20.61,16.52
2998,4.3517,,5.87e-11,20.58,16.52
2999,2.9405,,1.47e-11,20.76,16.52
3000,3.8146,,0.00e+00,20.79,16.52
3000,,4.3245,0.00e+00,,14.46
