step,train_loss,val_loss,lr,sec_per_step
596,4.2328,,4.20e-05,9.18
597,4.0495,,4.18e-05,9.18
598,3.6758,,4.17e-05,8.87
599,2.8903,,4.15e-05,8.9
600,4.2495,,4.13e-05,8.99
601,4.2852,,4.11e-05,8.76
602,4.5511,,4.10e-05,8.83
603,4.0429,,4.08e-05,9.06
604,3.5263,,4.06e-05,8.87
605,4.4196,,4.05e-05,8.79
606,4.3393,,4.03e-05,8.84
607,3.6602,,4.01e-05,9.01
608,4.4184,,3.99e-05,8.81
609,4.2298,,3.98e-05,8.74
610,4.3383,,3.96e-05,9.17
611,3.9943,,3.94e-05,8.94
612,4.3023,,3.93e-05,8.78
613,4.0371,,3.91e-05,8.96
614,3.9161,,3.89e-05,8.95
615,3.4543,,3.88e-05,8.82
616,3.6292,,3.86e-05,9.05
617,3.3505,,3.84e-05,9.09
618,4.1794,,3.82e-05,9.03
619,3.2891,,3.81e-05,8.81
620,3.442,,3.79e-05,9.0
621,2.0661,,3.77e-05,8.86
622,3.3977,,3.76e-05,8.85
623,4.1918,,3.74e-05,8.99
624,4.1434,,3.72e-05,8.85
625,4.2051,,3.71e-05,8.82
626,3.9979,,3.69e-05,8.77
627,3.5555,,3.67e-05,9.24
628,4.2846,,3.66e-05,9.02
629,3.8468,,3.64e-05,8.94
630,4.2587,,3.62e-05,9.33
631,3.8475,,3.61e-05,9.06
632,4.3461,,3.59e-05,8.97
633,2.588,,3.57e-05,9.01
634,3.9594,,3.55e-05,8.86
635,4.1704,,3.54e-05,8.9
636,3.9462,,3.52e-05,8.91
637,4.0255,,3.50e-05,8.96
638,4.1069,,3.49e-05,8.78
639,3.4272,,3.47e-05,8.76
640,4.1532,,3.45e-05,8.93
641,3.9762,,3.44e-05,8.79
642,4.4685,,3.42e-05,8.74
643,3.0437,,3.41e-05,8.84
644,4.4833,,3.39e-05,8.99
645,4.213,,3.37e-05,8.89
646,3.9973,,3.36e-05,8.76
647,3.1794,,3.34e-05,8.88
648,3.3644,,3.32e-05,8.82
649,2.5527,,3.31e-05,8.82
650,3.478,,3.29e-05,9.0
651,3.3852,,3.27e-05,8.8
652,3.6587,,3.26e-05,8.7
653,3.1824,,3.24e-05,8.67
654,3.7994,,3.22e-05,8.83
655,4.0178,,3.21e-05,8.71
656,4.4253,,3.19e-05,8.73
657,3.6448,,3.18e-05,8.98
658,3.8388,,3.16e-05,8.66
659,3.1676,,3.14e-05,8.79
660,3.7661,,3.13e-05,8.87
661,4.56,,3.11e-05,8.83
662,3.1201,,3.09e-05,8.75
663,3.7889,,3.08e-05,8.78
664,2.786,,3.06e-05,9.1
665,2.8291,,3.05e-05,8.8
666,4.0075,,3.03e-05,8.74
667,4.1913,,3.01e-05,8.76
668,3.2014,,3.00e-05,8.72
669,3.7861,,2.98e-05,8.7
670,3.8818,,2.97e-05,8.75
671,4.0167,,2.95e-05,9.1
672,3.987,,2.93e-05,8.74
673,3.5708,,2.92e-05,8.74
674,4.024,,2.90e-05,8.81
675,4.3755,,2.89e-05,8.75
676,4.5792,,2.87e-05,8.79
677,4.1231,,2.86e-05,8.87
678,3.9133,,2.84e-05,8.95
679,3.7009,,2.82e-05,8.84
680,4.0768,,2.81e-05,8.79
681,4.1248,,2.79e-05,8.78
682,3.9204,,2.78e-05,8.71
683,3.7053,,2.76e-05,8.78
684,3.1089,,2.75e-05,9.01
685,3.9455,,2.73e-05,8.81
686,1.6023,,2.71e-05,8.73
687,3.9743,,2.70e-05,8.72
688,2.7394,,2.68e-05,8.82
689,3.9178,,2.67e-05,8.73
690,3.8069,,2.65e-05,8.8
691,2.8224,,2.64e-05,9.04
692,4.0165,,2.62e-05,8.88
693,4.1308,,2.61e-05,8.84
694,3.7357,,2.59e-05,8.79
695,3.2324,,2.58e-05,8.79
696,4.1616,,2.56e-05,8.68
697,3.6622,,2.55e-05,8.84
698,4.014,,2.53e-05,8.98
699,4.3967,,2.52e-05,8.69
700,4.0984,,2.50e-05,8.74
701,3.2771,,2.48e-05,8.76
702,3.9134,,2.47e-05,8.72
703,3.7429,,2.45e-05,8.67
704,4.1996,,2.44e-05,8.77
705,2.734,,2.42e-05,8.93
706,3.9656,,2.41e-05,8.7
707,3.7444,,2.39e-05,8.68
708,3.3404,,2.38e-05,8.95
709,3.1515,,2.37e-05,8.66
